"Time","TemperatureF"
2012-10-01 20:56:00,55.5
2012-10-01 21:01:00,55.2
2012-10-01 21:06:00,55
2012-10-01 21:11:00,54.8
2012-10-01 21:16:00,54.4
2012-10-01 21:21:00,54.2
2012-10-01 21:26:00,54.1
2012-10-01 21:31:00,54.1
2012-10-01 21:36:00,54.2
2012-10-01 21:41:00,54.2
2012-10-01 21:46:00,54.4
2012-10-01 21:51:00,54.4
2012-10-01 21:56:00,54.4
2012-10-01 22:01:00,54.4
2012-10-01 22:06:00,54.5
2012-10-01 22:11:00,54.4
2012-10-01 22:16:00,54.4
2012-10-01 22:21:00,54.2
2012-10-01 22:26:00,54.1
2012-10-01 22:31:00,54
2012-10-01 22:36:00,53.7
2012-10-01 22:41:00,53.6
2012-10-01 22:46:00,53.5
2012-10-01 22:51:00,53.4
2012-10-01 22:56:00,53.3
2012-10-01 23:00:00,53.3
2012-10-01 23:01:00,53.3
2012-10-01 23:06:00,53.3
2012-10-01 23:11:00,53.3
2012-10-01 23:16:00,53.2
2012-10-01 23:21:00,53.2
2012-10-01 23:26:00,53.1
2012-10-01 23:31:00,53.2
2012-10-01 23:36:00,53.2
2012-10-01 23:41:00,53.2
2012-10-01 23:46:00,53.2
2012-10-01 23:51:00,53.3
2012-10-01 23:56:00,53.3
2012-10-02 00:01:00,53.3
2012-10-02 00:06:00,53.3
2012-10-02 00:11:00,53.3
2012-10-02 00:16:00,53.3
2012-10-02 00:21:00,53.3
2012-10-02 00:26:00,53.5
2012-10-02 00:31:00,53.6
2012-10-02 00:36:00,53.5
2012-10-02 00:41:00,53.5
2012-10-02 00:46:00,53.5
2012-10-02 00:51:00,53.6
2012-10-02 00:56:00,53.7
2012-10-02 01:01:00,53.8
2012-10-02 01:06:00,53.8
2012-10-02 01:11:00,53.9
2012-10-02 01:16:00,54
2012-10-02 01:21:00,53.9
2012-10-02 01:26:00,53.9
2012-10-02 01:31:00,53.9
2012-10-02 01:36:00,53.8
2012-10-02 01:41:00,53.6
2012-10-02 01:46:00,53.4
2012-10-02 01:51:00,53.2
2012-10-02 01:56:00,53
2012-10-02 02:01:00,52.8
2012-10-02 02:06:00,52.7
2012-10-02 02:11:00,52.5
2012-10-02 02:16:00,52.4
2012-10-02 02:21:00,52.1
2012-10-02 02:26:00,52
2012-10-02 02:31:00,52
2012-10-02 02:36:00,51.9
2012-10-02 02:41:00,51.9
2012-10-02 02:46:00,51.7
2012-10-02 02:51:00,51.7
2012-10-02 02:56:00,51.8
2012-10-02 03:01:00,52
2012-10-02 03:06:00,52.1
2012-10-02 03:11:00,52.2
2012-10-02 03:16:00,52.3
2012-10-02 03:21:00,52.4
2012-10-02 03:26:00,52.3
2012-10-02 03:31:00,52.2
2012-10-02 03:36:00,52.2
2012-10-02 03:41:00,52.3
2012-10-02 03:46:00,52.2
2012-10-02 03:51:00,52.2
2012-10-02 03:56:00,52.3
2012-10-02 04:01:00,52.4
2012-10-02 04:06:00,52.4
2012-10-02 04:11:00,52.2
2012-10-02 04:16:00,51.8
2012-10-02 04:21:00,51.7
2012-10-02 04:26:00,51.6
2012-10-02 04:31:00,51.5
2012-10-02 04:36:00,51.4
2012-10-02 04:41:00,51.4
2012-10-02 04:46:00,51.4
2012-10-02 04:51:00,51.4
2012-10-02 04:56:00,51.4
2012-10-02 05:01:00,51.4
2012-10-02 05:06:00,51.5
2012-10-02 05:11:00,51.6
2012-10-02 05:16:00,51.7
2012-10-02 05:21:00,51.8
2012-10-02 05:26:00,51.8
2012-10-02 05:31:00,51.7
2012-10-02 05:36:00,51.8
2012-10-02 05:41:00,51.9
2012-10-02 05:46:00,52
2012-10-02 05:51:00,52.1
2012-10-02 05:56:00,52.1
2012-10-02 06:01:00,52.1
2012-10-02 06:06:00,52
2012-10-02 06:11:00,52.1
2012-10-02 06:16:00,52.1
2012-10-02 06:21:00,52
2012-10-02 06:26:00,51.9
2012-10-02 06:31:00,51.8
2012-10-02 06:36:00,51.7
2012-10-02 06:41:00,51.5
2012-10-02 06:46:00,51.4
2012-10-02 06:51:00,51.2
2012-10-02 06:56:00,51.1
2012-10-02 07:01:00,51
2012-10-02 07:06:00,50.9
2012-10-02 07:11:00,51
2012-10-02 07:16:00,51.2
2012-10-02 07:21:00,51.4
2012-10-02 07:26:00,51.6
2012-10-02 07:31:00,51.7
2012-10-02 07:36:00,51.7
2012-10-02 07:41:00,52
2012-10-02 07:46:00,52.5
2012-10-02 07:51:00,53.2
2012-10-02 07:56:00,53.7
2012-10-02 08:02:00,54.2
2012-10-02 08:07:00,54.8
2012-10-02 08:12:00,55.4
2012-10-02 08:17:00,55.6
2012-10-02 08:22:00,55.5
2012-10-02 08:27:00,55.4
2012-10-02 08:32:00,55.4
2012-10-02 08:37:00,55.5
2012-10-02 08:42:00,56
2012-10-02 08:47:00,56.6
2012-10-02 08:52:00,57.1
2012-10-02 08:57:00,57.5
2012-10-02 09:02:00,58
2012-10-02 09:07:00,58.7
2012-10-02 09:12:00,59.4
2012-10-02 09:17:00,60
2012-10-02 09:22:00,60.4
2012-10-02 09:27:00,60.7
2012-10-02 09:32:00,61.4
2012-10-02 09:37:00,61.6
2012-10-02 09:42:00,61.6
2012-10-02 09:47:00,61.8
2012-10-02 09:52:00,62.3
2012-10-02 09:57:00,62.3
2012-10-02 10:02:00,62.3
2012-10-02 10:07:00,62.5
2012-10-02 10:12:00,62.7
2012-10-02 10:17:00,62.8
2012-10-02 10:22:00,62.9
2012-10-02 10:27:00,63.1
2012-10-02 10:32:00,63.3
2012-10-02 10:37:00,63.6
2012-10-02 10:42:00,64
2012-10-02 10:47:00,64.2
2012-10-02 10:52:00,64.5
2012-10-02 10:57:00,65
2012-10-02 11:02:00,65.1
2012-10-02 11:07:00,65
2012-10-02 11:12:00,65
2012-10-02 11:17:00,65.2
2012-10-02 11:22:00,65.5
2012-10-02 11:27:00,65.5
2012-10-02 11:32:00,65.6
2012-10-02 11:37:00,65.7
2012-10-02 11:42:00,66.2
2012-10-02 11:47:00,66.2
2012-10-02 11:52:00,66.4
2012-10-02 11:57:00,66.1
2012-10-02 12:02:00,66.2
2012-10-02 12:07:00,66.2
2012-10-02 12:12:00,66.3
2012-10-02 12:17:00,66.6
2012-10-02 12:22:00,66.7
2012-10-02 12:27:00,66.8
2012-10-02 12:32:00,66.7
2012-10-02 12:37:00,66.7
2012-10-02 12:42:00,66.3
2012-10-02 12:47:00,65.9
2012-10-02 12:52:00,66.5
2012-10-02 12:57:00,66.6
2012-10-02 13:02:00,66.6
2012-10-02 13:07:00,66.7
2012-10-02 13:12:00,66.5
2012-10-02 13:17:00,66.2
2012-10-02 13:22:00,66.5
2012-10-02 13:27:00,66.6
2012-10-02 13:32:00,66.6
2012-10-02 13:37:00,66.5
2012-10-02 13:42:00,66.5
2012-10-02 13:47:00,66.3
2012-10-02 13:52:00,66.5
2012-10-02 13:57:00,67
2012-10-02 14:02:00,67
2012-10-02 14:07:00,66.4
2012-10-02 14:11:00,66.4
2012-10-02 14:16:00,66.9
2012-10-02 14:21:00,67.3
2012-10-02 14:26:00,67.3
2012-10-02 14:31:00,66.8
2012-10-02 14:37:00,66.7
2012-10-02 14:41:00,67
2012-10-02 14:46:00,67.2
2012-10-02 14:51:00,67
2012-10-02 14:57:00,66.8
2012-10-02 15:02:00,66.8
2012-10-02 15:07:00,66.6
2012-10-02 15:11:00,66.8
2012-10-02 15:16:00,66.8
2012-10-02 15:21:00,66.7
2012-10-02 15:26:00,66.6
2012-10-02 15:31:00,66.6
2012-10-02 15:36:00,67.1
2012-10-02 15:41:00,67.2
2012-10-02 15:46:00,66.7
2012-10-02 15:51:00,66.3
2012-10-02 15:56:00,66.7
2012-10-02 16:01:00,66.7
2012-10-02 16:06:00,66.4
2012-10-02 16:11:00,66
2012-10-02 16:16:00,66.3
2012-10-02 16:21:00,66.2
2012-10-02 16:26:00,66.1
2012-10-02 16:31:00,65.8
2012-10-02 16:36:00,65.9
2012-10-02 16:41:00,65.9
2012-10-02 16:46:00,65.7
2012-10-02 16:51:00,65.7
2012-10-02 16:56:00,65.4
2012-10-02 17:01:00,65.4
2012-10-02 17:06:00,65.5
2012-10-02 17:11:00,65.3
2012-10-02 17:16:00,65
2012-10-02 17:21:00,64.8
2012-10-02 17:26:00,64.7
2012-10-02 17:31:00,64.8
2012-10-02 17:36:00,64.7
2012-10-02 17:41:00,64.5
2012-10-02 17:46:00,64.2
2012-10-02 17:51:00,64
2012-10-02 17:56:00,63.8
2012-10-02 18:01:00,63.7
2012-10-02 18:06:00,63.5
2012-10-02 18:11:00,63.2
2012-10-02 18:16:00,62.9
2012-10-02 18:21:00,62.6
2012-10-02 18:26:00,62.3
2012-10-02 18:31:00,62.1
2012-10-02 18:36:00,61.9
2012-10-02 18:41:00,61.7
2012-10-02 18:46:00,61.5
2012-10-02 18:51:00,61.3
2012-10-02 18:56:00,61.1
2012-10-02 19:01:00,60.8
2012-10-02 19:06:00,60.5
2012-10-02 19:11:00,60.3
2012-10-02 19:16:00,60.1
2012-10-02 19:21:00,59.9
2012-10-02 19:26:00,59.8
2012-10-02 19:31:00,59.7
2012-10-02 19:36:00,59.7
2012-10-02 19:41:00,59.6
2012-10-02 19:46:00,59.6
2012-10-02 19:51:00,59.5
2012-10-02 19:56:00,59.5
2012-10-02 20:01:00,59.6
2012-10-02 20:06:00,59.7
2012-10-02 20:11:00,59.8
2012-10-02 20:16:00,59.8
2012-10-02 20:21:00,59.7
2012-10-02 20:26:00,59.7
2012-10-02 20:31:00,59.6
2012-10-02 20:36:00,59.5
2012-10-02 20:41:00,59.5
2012-10-02 20:46:00,59.4
2012-10-02 20:51:00,59.3
2012-10-02 20:56:00,59.2
2012-10-02 21:01:00,59.2
2012-10-02 21:06:00,59.1
2012-10-02 21:11:00,59.1
2012-10-02 21:16:00,59
2012-10-02 21:21:00,59
2012-10-02 21:26:00,58.9
2012-10-02 21:31:00,58.9
2012-10-02 21:36:00,58.8
2012-10-02 21:41:00,58.7
2012-10-02 21:46:00,58.7
2012-10-02 21:51:00,58.6
2012-10-02 21:56:00,58.6
2012-10-02 22:01:00,58.6
2012-10-02 22:06:00,58.4
2012-10-02 22:11:00,58.4
2012-10-02 22:16:00,58.4
2012-10-02 22:21:00,58.4
2012-10-02 22:26:00,58.5
2012-10-02 22:31:00,58.5
2012-10-02 22:36:00,58.6
2012-10-02 22:41:00,58.6
2012-10-02 22:46:00,58.7
2012-10-02 22:51:00,58.7
2012-10-02 22:56:00,58.7
2012-10-02 23:00:00,58.8
2012-10-02 23:01:00,58.8
2012-10-02 23:06:00,58.8
2012-10-02 23:11:00,58.9
2012-10-02 23:16:00,58.9
2012-10-02 23:21:00,59
2012-10-02 23:26:00,59
2012-10-02 23:31:00,59
2012-10-02 23:36:00,59
2012-10-02 23:41:00,59.1
2012-10-02 23:46:00,59.1
